"","_id.position","_id.week_start","_id.week_end","_id.track","_id.artist","_id.reproductions","_id.track_url","position","week_start","week_end","reproductions","track_url","url","name","artist","album_id","album","number","snd_preview","disc_number","album_release_date","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","explicit","tempo","time_signature","duration_ms","key","mode"
"21",11,2020-10-30,2020-11-06,Blinding Lights,The Weeknd,21712025,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,11,"2020-10-30","2020-11-06",21712025,"https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b","Blinding Lights","The Weeknd","4yP0hdKOZPNshxUOjY0cZj","After Hours", 9,NA, 1,"2020-03-20",0.514,0.7300, -5.934,0.0598,0.001460,9.54e-05,0.0897,0.3340,FALSE,171.005,4,200040,"C#","major"
"22",38,2018-11-23,2018-11-30,lovely (with Khalid),Billie Eilish,10722326,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,38,"2018-11-23","2018-11-30",10722326,"https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","lovely (with Khalid)","Billie Eilish","2sBB17RXTamvj7Ncps15AK","lovely (with Khalid)", 1,NA, 1,"2018-04-19",0.351,0.2960,-10.109,0.0333,0.934000,0.00e+00,0.0950,0.1200,FALSE,115.284,4,200185,"E","minor"
"23",23,2019-06-21,2019-06-28,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,14429550,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,23,"2019-06-21","2019-06-28",14429550,"https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR","https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR","Cross Me (feat. Chance the Rapper & PnB Rock)","Chance the Rapper","5MKInakULmoBNApeB2ZB3A","Cross Me (feat. Chance the Rapper & PnB Rock)", 1,"https://p.scdn.co/mp3-preview/d5caccdfe52737ae696dfc02fdea2c7f5599231d?cid=5793b9f79e7e44cd8333d5697cf7550a", 1,"2019-05-24",0.746,0.7870, -6.373,0.1200,0.214000,0.00e+00,0.0669,0.6070,TRUE, 95.005,4,206186,"E","major"
"24",34,2019-10-25,2019-11-01,God Is,Kanye West,12735722,https://open.spotify.com/track/6xRWoYwfwIKnT8bQGzKbxR,34,"2019-10-25","2019-11-01",12735722,"https://open.spotify.com/track/6xRWoYwfwIKnT8bQGzKbxR","https://open.spotify.com/track/6xRWoYwfwIKnT8bQGzKbxR","God Is","Kanye West","0FgZKfoU2Br5sHOfvZKTI9","JESUS IS KING", 8,NA, 1,"2019-10-25",0.656,0.6370, -3.867,0.0256,0.340000,0.00e+00,0.1870,0.2670,FALSE,105.037,4,203141,"C#","major"
"25",31,2018-11-23,2018-11-30,Ruin My Life,Zara Larsson,11409153,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,31,"2018-11-23","2018-11-30",11409153,"https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU","https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU","Ruin My Life","Zara Larsson","2BM5FQCILC33Va2jOZ11Mu","Ruin My Life", 1,"https://p.scdn.co/mp3-preview/ecf6c9e17477f5d2a03c78626694fdbc95170d01?cid=5793b9f79e7e44cd8333d5697cf7550a", 1,"2018-10-18",0.665,0.6990, -5.265,0.0578,0.423000,0.00e+00,0.0969,0.5850,TRUE,124.896,4,190931,"B","major"
"26",33,2019-06-21,2019-06-28,Shallow,Lady Gaga,12179441,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,33,"2019-06-21","2019-06-28",12179441,"https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","Shallow","Lady Gaga","4sLtOBOzn4s3GDUv3c5oJD","A Star Is Born Soundtrack",12,NA, 1,"2018-10-05",0.572,0.3850, -6.362,0.0308,0.371000,0.00e+00,0.2310,0.3230,FALSE, 95.799,4,215733,"G","major"
"27",13,2020-08-21,2020-08-28,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,16962639,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,13,"2020-08-21","2020-08-28",16962639,"https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e","https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e","UN DIA (ONE DAY) (Feat. Tainy)","Bad Bunny","6aqSlutLYNpzSsK4dV5jTr","UN DIA (ONE DAY) (Feat. Tainy)", 1,NA, 1,"2020-07-24",0.571,0.6930, -8.234,0.0545,0.005360,0.00e+00,0.1730,0.3930,FALSE,168.169,4,232253,"F#","minor"
"28",31,2019-07-05,2019-07-12,7 rings,Ariana Grande,12343170,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,31,"2019-07-05","2019-07-12",12343170,"https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","7 rings","Ariana Grande","2fYhqwDWXjbpjaIJPEfKFw","thank u, next",10,NA, 1,"2019-02-08",0.778,0.3170,-10.732,0.3340,0.592000,0.00e+00,0.0881,0.3270,TRUE,140.048,4,178626,"C#","minor"
"29",24,2018-01-26,2018-02-02,Narcos,Migos,12517414,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK,24,"2018-01-26","2018-02-02",12517414,"https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK","https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK","Narcos","Migos","7fd7SEK25VS3gJAUgSwL6y","Culture II", 3,NA, 1,"2018-01-26",0.936,0.5850, -6.914,0.1250,0.014200,0.00e+00,0.1320,0.2420,TRUE,124.991,4,255378,"C","major"
"30",50,2018-02-16,2018-02-23,XO Tour Llif3,Lil Uzi Vert, 9182439,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,50,"2018-02-16","2018-02-23", 9182439,"https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","XO Tour Llif3","Lil Uzi Vert","733e1ZfktLSwj96X5rsMeE","Luv Is Rage 2",16,"https://p.scdn.co/mp3-preview/7add10ee576e9017030c09aa6d8bcaf682714859?cid=5793b9f79e7e44cd8333d5697cf7550a", 1,"2017-08-25",0.732,0.7500, -6.366,0.2310,0.002640,0.00e+00,0.1090,0.4010,TRUE,155.096,4,182706,"B","minor"
"31",39,2018-04-06,2018-04-13,Say Something (feat. Chris Stapleton),Justin Timberlake,10346327,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS,39,"2018-04-06","2018-04-13",10346327,"https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS","https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS","Say Something (feat. Chris Stapleton)","Justin Timberlake","01l3jTY261V3CESZR4dABz","Man of the Woods", 9,"https://p.scdn.co/mp3-preview/44072346a65f52cfff68599eaf94848074eab9c0?cid=5793b9f79e7e44cd8333d5697cf7550a", 1,"2018-02-02",0.707,0.6320, -7.031,0.0789,0.103000,1.09e-05,0.0841,0.3720,FALSE, 97.040,4,278893,"A#","major"
"32",31,2020-01-24,2020-01-31,BOP,DaBaby,13620687,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,31,"2020-01-24","2020-01-31",13620687,"https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN","https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN","BOP","DaBaby","1NsTSXjVNE7XmZ8PmyW0wl","KIRK", 3,NA, 1,"2019-09-27",0.769,0.7870, -3.909,0.3670,0.189000,0.00e+00,0.1290,0.8360,TRUE,126.770,4,159714,"B","major"
"33",45,2018-08-10,2018-08-17,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky, 9660249,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,45,"2018-08-10","2018-08-17", 9660249,"https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z","https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z","Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","3MATDdrpHmQCmuOcozZjDa","TESTING", 5,"https://p.scdn.co/mp3-preview/a515fa169153249641255877d5a36af261cf0d7c?cid=5793b9f79e7e44cd8333d5697cf7550a", 1,"2018-05-25",0.854,0.5690, -8.151,0.1060,0.060900,8.16e-02,0.1000,0.2940,TRUE, 80.015,4,205040,"F","minor"
"34",13,2019-05-24,2019-05-31,Someone You Loved,Lewis Capaldi,18715436,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,13,"2019-05-24","2019-05-31",18715436,"https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf","https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf","Someone You Loved","Lewis Capaldi","5658aM19fA3JVwTK6eQX70","Divinely Uninspired To A Hellish Extent", 4,NA, 1,"2019-05-17",0.501,0.4050, -5.679,0.0319,0.751000,0.00e+00,0.1050,0.4460,FALSE,109.891,4,182160,"C#","major"
