"","week_start","week_end","position","reproductions","track_url","url","name","artist","album_id","album","number","snd_preview","disc_number","album_release_date","markets","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","explicit","tempo","time_signature","duration_ms","key","mode"
"1","2018-01-12","2018-01-19",18,14092774,"https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","Silence","Khalid","2bw00gRKNKbTFOqCkohbSh","Silence",1,"https://p.scdn.co/mp3-preview/d779881bd6bbcced00dbf7f5b87e3374bf7c058b?cid=5793b9f79e7e44cd8333d5697cf7550a",1,"2017-08-11",
